,svm_linear,svm_rbf,MLP,GPR_rbf,GPR_matern3/2,GPR_matern5/2,DecisionTree,RandomForest_10,RandomForest_100,AdaBoost_10,AdaBoost_100,ExtraTrees_10,ExtraTrees_100
unconstrained-f-f1_2_400_uniform.csv,2.400763766365683e+31,2.400763766366993e+31,2.4386544847981037e+31,3.087665546775393e+30,1.86577808266054e+30,2.0118334509377213e+30,4.108499690111311e+30,3.9943721228223637e+30,2.4606632202938252e+30,5.486024156972863e+30,8.805054211987789e+30,1.2541265042947496e+30,1.0229581408001971e+30
unconstrained-f-f1_2_200_uniform.csv,2.404842620667431e+31,2.4048426206669593e+31,2.438654484798343e+31,4.7224436204499955e+30,3.3274054134302423e+30,3.4905337881998073e+30,6.98204299918352e+30,6.42726548009559e+30,6.101368356898559e+30,7.962261363493458e+30,9.060292350666958e+30,2.738230847674282e+30,2.820859420103738e+30
speed-reducer-f1_7_400_uniform.csv,121079.29704440637,611341.4200793424,11906689.162438015,16732.779983339875,45876.36346963688,41474.2532931887,63063.30568262686,25161.25297382573,19064.193584710287,65165.8008758292,37799.77613746106,17940.726016076118,12495.936495993801
welded-beam-f1_4_700_uniform.csv,16.116283062146614,3.662008142597601,4.965336051498503,0.020578897286276335,0.016334921759238744,0.005020555670234851,4.007751914270037,1.6385816079595847,1.0838768158807919,9.55573418822102,7.125385753511084,0.8214556903126522,0.5186806133248866
gear-train-f1_4_400_uniform.csv,179.8405374405647,149.7011007395498,60.24606514800582,60.014976417897884,50.80072502932982,52.58484662484179,135.32751416425128,87.31845854489606,86.30386757205727,121.60513984433177,126.28980725557341,36.473579265232104,35.032561505143825
kursawe-f2_3_150_uniform.csv,0.24744904825888298,0.08468041268367113,1.3284450238766154,23.29243017453718,0.0005415398168499903,0.00016135090970587385,0.5704555508978408,0.2803968238738211,0.22932177584809532,0.6721998180655407,0.4272825226185107,0.11771979347870538,0.0910399995386613
speed-reducer-f3_7_200_uniform.csv,4817.211455027401,5238.5686256993595,489730.138830739,189.34073343377491,197.09823535699394,142.37524882748698,5.772494444298628,6.824959524457187,2.660033186482275,26.97402693981509,6.098656846098411,1.1903310151073299,0.49161140980345824
unconstrained-f-f1_2_1000_uniform.csv,2.3958964682829755e+31,2.395896468291517e+31,2.4386544847964896e+31,3.802749864213006e+29,1.7476710559492465e+29,1.696313700812836e+29,9.14328438142646e+29,6.0389665853056275e+29,5.4656016490598904e+29,4.771087661367701e+30,6.430720153549083e+30,4.169584759964644e+29,3.701767834155522e+29
speed-reducer-f3_7_150_uniform.csv,4998.601219266618,5356.482085291125,441432.5527351339,394.13758113028405,307.1314157447171,201.90154182090583,4.788400148667653,4.981146865983031,2.583649861286877,69.1630456150167,19.40845767339461,2.1589949093923253,0.30782204316450296
unconstrained-f-f1_2_150_uniform.csv,2.413168533709079e+31,2.413168533710681e+31,2.4386544847983415e+31,8.70562783830387e+30,5.558261329947243e+30,6.379050942224234e+30,6.037951934477946e+30,4.504349372702383e+30,4.692472322641667e+30,6.566452583560382e+30,7.117029926975872e+30,2.9418407359474635e+30,2.2681477758786737e+30
speed-reducer-f1_7_150_uniform.csv,150258.90860989183,626437.0214948979,17008088.72025128,196194.4057641926,82730.52848917196,105692.73439069063,93778.6095385193,47727.56243427618,40591.28467809114,77800.71338996809,52646.679875948466,33330.02586388582,24648.019192689095
gear-train-f1_4_200_uniform.csv,186.62451523880608,172.89493460664147,117.32840925421654,161.4208032812342,144.24425957491061,148.88602069632998,134.64431656805746,127.37671188637451,125.42969151828052,124.80067133508604,125.77198351460967,116.45899241008244,107.7992566937461
pressure-f2_4_400_uniform.csv,2130172709289.7031,2619293882325.47,8521517774282.365,16046224.200266693,114132776.0057879,18495703.914644904,45869714963.75722,23048534048.50352,16547267187.700787,118943154933.5684,89246963761.60216,9164661695.112507,5519088329.570859
four-bar-f1_4_100_uniform.csv,56936.13013146579,67358.0220354185,3581595.037081129,10.283966663749881,40.154767680418594,8.175713744985503,8852.541631041875,4031.341907775028,3671.9899325441243,6948.8004935016725,4967.384899268135,2687.2302797339307,2172.5765917903936
kursawe-f1_3_400_uniform.csv,0.030798515258748386,0.004861360164641866,14.45592783908429,295.892390565068,2.083294048369779e-05,1.4458911419911283e-05,0.03942631782612625,0.01596582977399835,0.013819644495433806,0.08441285581388719,0.05107453002561738,0.008728728538715674,0.005004878306347976
pressure-f1_4_100_uniform.csv,9199726.72091064,18926266.546554852,48879128.554227345,37914539.96508602,26940239.447726622,31064634.694166645,2731311.5668367473,1313602.6944999946,1282141.714831146,2340590.2661571596,1637539.0174606368,940779.5467229942,647870.5210588303
gear-train-f1_4_700_uniform.csv,180.86894759439033,131.41113463227782,37.35614854661544,47.761199501372886,30.319766744092718,33.83243499230292,109.43920170055381,86.86954287408196,64.33679029401985,99.86186130704131,228.62041968389386,31.535524529389317,17.66920814946141
pressure-f1_4_150_uniform.csv,11126394.857280003,17788129.44838155,49177056.33427701,60128307.82679485,37158324.32209629,45203430.03049185,2110997.7886348637,1458605.3738260395,1239154.1087478688,2509558.0848272243,1864048.5080533053,729212.1982261457,686950.9340074963
four-bar-f1_4_200_uniform.csv,44512.323341008116,61370.65187177904,3554797.698339314,0.2278935529313514,20.73824456430726,3.2234130345722445,6229.923010973902,3269.8825276470784,3215.8490420641538,8147.4394180784475,4685.061311855738,2141.7785347155714,1644.5786385902813
