,svm_linear,svm_rbf,MLP,GPR_rbf,GPR_matern3/2,GPR_matern5/2,DecisionTree,RandomForest_10,RandomForest_100,AdaBoost_10,AdaBoost_100,ExtraTrees_10,ExtraTrees_100
DTLZ4_16_250_normal.csv,-0.02252582465889108,-0.02252582465889108,-0.2859448946504226,-0.022525824779738857,-0.02252582477736942,-0.022525824778443893,-0.02252582478979681,-0.022525824789585425,-0.02252582478989207,-0.022525824790854854,-0.02252582478979459,-0.02252582478979681,-0.02252582478979681
WFG1_30_900_uniform.csv,0.04649714101588287,-1.3095028422329396,-1.3295864898983871,0.5666704215640793,0.673634769281018,0.6269330280684646,0.7420360630392957,0.8846575587443967,0.9145262283771081,0.7355583410339138,0.6529270349893561,0.9021603953299537,0.9270299725737461
DTLZ5_6_1200_normal.csv,0.6682581794921749,-0.073149736374853,0.6798705518555885,0.9998580475296512,0.9503509155420196,0.9880490580862152,0.5808662373005012,0.5563178037079137,0.5615330069850586,0.495755996370991,0.5265401295798298,0.5756286376928537,0.5735057581515762
DTLZ1_16_1500_uniform.csv,0.5806996135792059,0.1637497170852953,0.06362051576102279,0.7799362088630695,0.8519139158906379,0.8405757551218825,0.7856426462050078,0.884649692880526,0.8947446041095387,0.889424373386779,0.881601173677826,0.8847396052754123,0.8929267661186578
WFG1_20_200_uniform.csv,-0.29341024402886395,-1.6448872675906965,-38.2734620543492,0.1550741478129879,0.6008611757449086,0.46279832590749614,0.5072581043985982,0.6558851444627032,0.7369780007373137,0.6555344685230259,0.6954746846335174,0.7862812412978362,0.8294314872676439
WFG9_6_1200_normal.csv,-0.6518817489636413,-0.5397013892061391,-1.202509936470956,-73.9939965177622,0.6285815154643628,0.4078876823807267,-0.3710082196048803,-0.4268692450216438,-0.42372056320474805,-0.5696311868788098,-0.3783892250583656,-0.4258661966816466,-0.3811806874905004
WFG3_16_150_uniform.csv,0.9017483946523364,0.7069436653162945,-13.82557790971975,0.9942673249868244,0.9985484121145844,0.9985055063083093,0.7203770490248782,0.836016424548669,0.8498004566127206,0.8099089755189101,0.8686560304008506,0.9034719618608924,0.9102263477006416
WFG8_16_600_uniform.csv,0.8961994962891785,0.7885316523254828,-5.618429684626781,0.9737595551046692,0.9849297340759693,0.9828775176691282,0.8055323952788735,0.9141610529697524,0.9230784021234768,0.8394935281197401,0.8979305007444899,0.9231927068437626,0.9351768489601634
WFG4_20_150_normal.csv,0.40511309195526557,-0.15736357733969375,-1.4300732136280043,-11.993974233981133,-0.5698855793243991,-2.9342221530777195,0.06501288584619513,0.09609390036858556,0.15366379429801258,0.14789203240806903,0.15905199008919813,0.06682631476144385,0.11261083134793193
WFG7_20_350_normal.csv,-0.0762911861031006,-0.2507452794914542,-2.5430369568871853,0.685187495417811,0.5826370528388747,0.6880710385324231,-0.015799153202276317,-0.008482779962518672,0.03990269801014812,-0.04676681328736132,-0.020413196326231953,0.10854773294169251,0.1110626322467898
DTLZ2_16_150_normal.csv,-0.17703478538540973,-0.6781160445380707,-0.5034043837424158,0.5789574233876277,0.48167679671916264,0.6246621360727866,-0.24220843545859916,-0.29349295270155484,-0.30309964098908626,-0.2818606302007063,-0.3004313325709025,-0.23157066004940052,-0.23985287423525214
DTLZ5_16_200_normal.csv,-0.24697558448271262,-0.7253408386241382,-0.2836757947721884,0.6259227735075161,0.4996903979668186,0.6641907612289033,-0.33495385976788095,-0.37381076895784693,-0.3679023381800488,-0.3812387227688885,-0.3835738524508714,-0.34350141932203826,-0.3403958580459314
DTLZ7_16_500_uniform.csv,0.93797445943958,0.9022670706753967,0.7655391323243681,0.8678512256639127,0.9354150112686125,0.9250875198195199,0.011043295071903936,0.5684809053956643,0.6251835087421086,0.4195735425952235,0.6647022604958095,0.5846617744903515,0.6491318139766299
DTLZ7_10_800_uniform.csv,0.9591872523036273,0.9388765906030526,0.9283934904733346,0.868760507303941,0.9612306800205793,0.9506766975453067,0.2870167331933029,0.718375029847752,0.7653148535822465,0.4969847654194728,0.7368223114909036,0.7338628127598424,0.7787081902728961
DTLZ5_6_800_uniform.csv,0.8921837849776498,0.9641567441471115,0.8956123942990956,0.9999942549781985,0.999260640012631,0.999830751830758,0.9342307045210787,0.9658110871966741,0.9712267807018131,0.9309363652295445,0.9523128467374433,0.9675895934316693,0.97063146489536
WFG2_30_1200_uniform.csv,0.7640448968043525,0.8096391560990117,0.45194894300174127,0.8659286772681064,0.8852599318828336,0.8835710913423254,0.8402028256889309,0.9178594772722302,0.9312133550230317,0.8612984708782088,0.8845368071735398,0.9457135166313086,0.959827722999982
DTLZ1_10_300_normal.csv,0.020858794001267222,-0.03713517225760343,-1.0431060000692325,-2.5059063678849225,-2.5059063678849225,-2.5059063678849225,0.3043263768822063,0.5850760906647219,0.586348649886323,0.5958343293121209,0.554362983261121,0.5868156142236891,0.5876556488302147
WFG7_20_350_uniform.csv,0.744146197909299,0.6184878111609177,0.3605482093924677,0.7813128617608025,0.8195051138720211,0.8153428459563605,0.5329063125799596,0.7011551504412745,0.7545298347875686,0.614084745305757,0.6977133567370855,0.6995035081197678,0.7473004420787672
DTLZ5_6_600_normal.csv,0.652780876246918,-0.05807923967301587,0.0024498952852366473,0.9993765934981893,0.9370005680682221,0.981108365145194,0.5679100711124703,0.5479324212730139,0.5410522827669288,0.4625085963528113,0.5173586396785688,0.5745872044677347,0.5688063134297945
DTLZ2_6_1000_normal.csv,0.6280312653551388,-0.07471029946072205,0.5481197264746983,0.9997737760271118,0.94121285513341,0.985631121268873,0.5852721237240789,0.5635494821990052,0.5715148263052787,0.501559972648772,0.5543189318319302,0.5912006062821658,0.5956795586550745
WFG9_16_600_normal.csv,-0.05689159925597487,-0.11045665670263682,-4.16006132867805,0.03405058884453405,0.2781973322540304,0.4504563175452969,0.011146188224963383,0.030207534492485255,0.011043638641361486,-0.03569400959861224,-0.009500033581668621,0.034094520736850153,0.032376675402500776
DTLZ3_10_500_normal.csv,0.032018517368033406,0.0006449478315020407,-1.5032193895810284,-3.381215910153627,-3.381215910153627,-3.381215910153627,0.3684092531175993,0.581830485049694,0.5538543635688897,0.5148865059476309,0.41901883926520855,0.5853644615182443,0.6104668298933427
