,svm_linear,svm_rbf,MLP,GPR_rbf,GPR_matern3/2,GPR_matern5/2,DecisionTree,RandomForest_10,RandomForest_100,AdaBoost_10,AdaBoost_100,ExtraTrees_10,ExtraTrees_100
DTLZ4_16_250_normal.csv,0.04142711132085746,0.04142711132085746,0.05209940034614084,0.04142711132575355,0.04142711132565755,0.04142711132570108,0.041427111326161045,0.04142711132615248,0.0414271113261649,0.04142711132620391,0.04142711132616095,0.041427111326161045,0.041427111326161045
WFG1_30_900_uniform.csv,0.002506514885655588,0.0060710916574369484,0.006123886425021955,0.0011391125139380294,0.0008579306304640828,0.0009806975508066362,0.0006781211423353429,0.00030320574629744314,0.00022468866127382374,0.0006951494149604794,0.0009123659620010548,0.00025719527026212517,0.00019181951918368446
DTLZ5_6_1200_normal.csv,0.0671777361240168,0.21731287813333605,0.06482623010885995,2.8745382721548562e-05,0.010053942217509965,0.002420066366937747,0.08487460902032712,0.08984566811566928,0.0887895891773888,0.1021094372908836,0.09587564869484744,0.08593522321671394,0.08636510643562406
DTLZ1_16_1500_uniform.csv,25655.40553409743,51166.993475292635,57293.52077880313,13464.871456910438,9060.82766632464,9754.56686131144,13115.716128407063,7057.849225693034,6440.179770098677,6765.704575578782,7244.37659117288,7052.347826152141,6551.4064046587855
WFG1_20_200_uniform.csv,0.003225621358447885,0.00659605480968885,0.09794364827983712,0.00210715114380862,0.0009954078548911416,0.0013397212537525492,0.0012288435088492389,0.0008581841939977263,0.0006559476256509778,0.0008590587408061646,0.0007594522820342557,0.000532990824800739,0.0004253789084230414
WFG9_6_1200_normal.csv,0.3394437153255683,0.3163918727063642,0.4525918131526243,15.410449822496487,0.07632245492782173,0.1216726349260869,0.28172726292093464,0.2932060954834098,0.29255907564983175,0.32254212028148743,0.28324397918439675,0.29299997996975796,0.2838175943234647
WFG3_16_150_uniform.csv,0.002953835945092208,0.008810444697189734,0.4457161262814577,0.00017234712303713923,4.3640533487761124e-05,4.49304535087137e-05,0.008406583492864135,0.004930001681488047,0.004515598586138852,0.005714895944598408,0.003948724676815587,0.0029020186261140596,0.0026989547920945028
WFG8_16_600_uniform.csv,0.0021936010501443105,0.004468930043185738,0.1398663184424414,0.0005545355313401105,0.00031847775275739137,0.0003618469456248113,0.004109655798239049,0.0018140220674979504,0.0016255730160115633,0.003391960083858342,0.002157019983047045,0.001623157430869954,0.0013698982867250222
WFG4_20_150_normal.csv,0.12654040290282995,0.2461867144849192,0.5169090786458168,2.763992134708935,0.33393566244714473,0.8368616784591554,0.19888426612521742,0.1922729185781367,0.1800270320501463,0.18125476301066315,0.17888089072964394,0.19849852553743844,0.18875954641852016
WFG7_20_350_normal.csv,0.02989482012836748,0.03474041750000913,0.09841059176355152,0.008744160799755799,0.011592578657827991,0.008664068159532815,0.028214607128280528,0.02801138920285416,0.026667445129452266,0.02907475783841685,0.02834276574468118,0.02476077619219736,0.024690922918903305
