,svm_linear,svm_rbf,MLP,GPR_rbf,GPR_matern3/2,GPR_matern5/2,DecisionTree,RandomForest_10,RandomForest_100,AdaBoost_10,AdaBoost_100,ExtraTrees_10,ExtraTrees_100
unconstrained-f-f1_2_400_uniform.csv,-0.09667326756884198,-0.09667326756929451,-0.1166969851499644,0.9721545936044985,0.9800064341694497,0.9795139826321146,0.9619533611021022,0.9509603836012994,0.9454468048583862,0.74557069480814,0.7179557651241313,0.9761601132521699,0.9822470188278873
unconstrained-f-f1_2_200_uniform.csv,-0.10931865149322073,-0.10931865149453013,-0.13095799461031898,0.8081786097241127,0.8698287597817046,0.8607514684074582,0.909252971653861,0.8962346307453986,0.8786724370225789,0.8682338684024653,0.8818499155257202,0.936408610708725,0.9248778311902726
speed-reducer-f1_7_400_uniform.csv,0.8327563737202175,0.028386439016222065,-13.814735540315795,0.9598483808310697,0.937800182769805,0.9405811024724204,0.9216183171546349,0.9519000469478486,0.9648718366189517,0.9043397960762624,0.9401933841260897,0.969752353897374,0.9788042498098714
welded-beam-f1_4_700_uniform.csv,0.8598686493883274,0.9729742827403122,0.9536340227112878,0.9999282613203208,0.9999431886935869,0.999979506246616,0.957285289493571,0.9849870682376745,0.9908120210096963,0.9120095694519144,0.9345359197617785,0.9933064553658075,0.9957889403389792
gear-train-f1_4_400_uniform.csv,0.24158489235314295,0.4803457998562053,0.897555598740805,0.9172132021904653,0.9757751709224114,0.9676530679930985,0.6212999375749806,0.6636503536104639,0.6277962029612467,0.5257185428074601,0.3409325907125589,0.8833347817660492,0.9480825909627417
kursawe-f2_3_150_uniform.csv,0.9517699445452997,0.9960475095072672,0.7065323376448657,-4.091682080108523,0.9999239771693021,0.9999726341010188,0.8247473968970278,0.9451336649607743,0.9541448876882545,0.8807891572351457,0.9040442521753375,0.9820922871492327,0.9815677241436809
speed-reducer-f3_7_200_uniform.csv,0.09011748804603381,0.00016227266401691587,-97.4586245683277,0.9497342237112674,0.9560238972375127,0.9659996862807824,0.9990328047844986,0.9993652403359726,0.9995848798245753,0.995516531980724,0.9989770924648768,0.99970645416395,0.9999488889388757
unconstrained-f-f1_2_1000_uniform.csv,-0.1287003774580786,-0.12870037745542584,-0.15034990547374671,0.9905031886362304,0.997144768236542,0.9974031009316443,0.9660284315644563,0.9724428638491182,0.9753782904909123,0.7987716439635402,0.7266769283441632,0.9764597725981324,0.9860223201918593
speed-reducer-f3_7_150_uniform.csv,0.05427663762692958,-0.0006386913424167862,-98.69629430009839,0.8993264933157157,0.914334133402521,0.9482068001909083,0.998056053269351,0.9990986120380575,0.9992254050076701,0.9952828616164792,0.9977164204351822,0.9997177419911417,0.9999204425136392
unconstrained-f-f1_2_150_uniform.csv,-0.11545881485329201,-0.11545881485299025,-0.12516310453438506,0.9472685184895417,0.9569297150133205,0.952747506420269,0.8081843396836443,0.6297350521962126,0.7909897666047595,0.6420791223303696,0.7126142818935297,0.986178488934192,0.9871787424578933
speed-reducer-f1_7_150_uniform.csv,0.7094335628347532,0.011773677631264912,-18.165182382819353,0.7644705707365449,0.8926369676909917,0.868117736115339,0.8578181303019494,0.9399511197677048,0.947394719795832,0.9293680100126145,0.9307234161867796,0.9451654800796849,0.9746485484605938
gear-train-f1_4_200_uniform.csv,0.5661701882323202,0.8134903146640258,0.8343626030748899,0.9097450495386623,0.9537358953114805,0.9428722603093215,0.6162991143703083,0.7780964623580101,0.833462054078147,0.8235958034766159,0.7668085839370022,0.9332324612458544,0.953713136969232
pressure-f2_4_400_uniform.csv,0.12809136120934184,-0.038284640109314205,-2.562347803410713,0.9999975610588664,0.9999953859029482,0.9999987860132702,0.9811152908719357,0.9913948468636536,0.9947062518882043,0.9608180644188969,0.9679186304145734,0.9970197241631424,0.9982594916023162
four-bar-f1_4_100_uniform.csv,0.17191091656600221,0.05095417303334049,-41.00727731879888,0.9999176294180556,0.9996473232668188,0.9999194773350882,0.9306515620825493,0.9466809744964593,0.9529889234787275,0.9227854698717382,0.948654932808033,0.9664812096838303,0.9755579833593775
kursawe-f1_3_400_uniform.csv,0.9734521995446003,0.9924746495564323,-19.132697203987075,-349.23723060905246,0.9999419021033678,0.9999760529279901,0.9491679381809186,0.976454282380408,0.9839367755971672,0.8958592180768628,0.9415464974493972,0.9888330324401841,0.9946575529555299
pressure-f1_4_100_uniform.csv,0.5650600551817645,0.0014660909992992854,-1.3780159137088241,-0.38755660898861466,-0.10220002544980966,-0.16463835664104942,0.8579725523122366,0.9226503578899714,0.9351522472861796,0.872826321573491,0.8881775278183424,0.9386173716082673,0.9569045625966432
gear-train-f1_4_700_uniform.csv,0.1658124905247612,0.49219285309681193,0.9524110399452473,0.877773937142818,0.9079401662355098,0.9068991087596703,0.8525596931692822,0.7942113298850064,0.7555557817102903,0.5675451564023638,0.49334407569028993,0.8375175913469173,0.8372783869440074
pressure-f1_4_150_uniform.csv,0.3744822306211506,-0.025178749000225542,-1.8791784027197012,-0.9345837132199246,-0.3421212284382549,-0.5510487986122423,0.875586839321002,0.9237579439481438,0.947020895035196,0.8839611419541148,0.9170040565395192,0.9631819329637672,0.9729170641338004
four-bar-f1_4_200_uniform.csv,0.3111716250614066,0.10685323045605566,-44.968970771906804,0.9999933697027046,0.9999051254075906,0.9999876211747626,0.916004936192694,0.9729683166790094,0.972900189001228,0.9366927749729878,0.9623363567422796,0.981488465525638,0.9846282545176329
